"Long_emp_retention","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator"
131.613963,0,0,26,0,0,1,1,0,3,1,0,1,0
82.82546201,1,0,23,1,1,0,1,0,1,1,0,0,1
15.17864476,0,0,45,1,0,0,1,1,3,1,1,1,0
7.852156057,0,0,41,1,0,1,1,1,3,0,1,0,0
52.862423,1,0,38,1,0,1,1,0,3,0,1,1,1
51.74537988,0,1,32,1,0,0,1,1,2,1,0,0,1
114.8583162,1,0,26,1,0,0,1,1,1,0,0,0,1
37.32238193,0,1,25,0,1,1,1,0,3,0,1,0,0
132.4024641,0,1,25,0,0,1,1,1,3,1,0,0,0
66.49691992,1,0,38,1,0,1,1,1,1,0,0,0,1
7.589322382,1,1,47,0,0,1,0,1,3,0,1,1,0
22.01232033,0,1,37,0,0,1,1,1,3,1,0,0,1
113.8398357,0,0,21,1,0,0,1,1,3,0,1,1,0
43.69609856,0,0,36,1,0,0,1,1,2,1,0,0,1
106.8418891,1,0,22,1,0,0,1,0,1,0,0,1,1
2.792607803,0,0,41,1,0,0,1,1,1,0,0,0,1
21.15811088,1,0,24,0,0,0,1,1,1,0,1,0,0
44.97741273,1,1,29,1,0,1,1,0,3,0,0,1,1
31.14579055,0,1,21,0,1,1,1,1,0,0,0,0,1
55.12936345,0,0,37,1,0,1,1,1,1,1,0,0,1
42.57905544,1,0,30,1,0,0,1,1,1,1,0,0,1
3.318275154,0,0,25,1,1,1,1,0,1,0,0,1,0
35.28542094,1,0,23,1,1,0,1,1,0,0,0,0,1
7.195071869,0,1,27,1,0,0,0,1,0,0,0,1,1
149.6180698,0,0,30,0,0,1,1,0,2,1,0,0,1
16.32854209,1,0,37,0,0,0,1,0,3,1,0,0,1
38.89938398,0,1,36,0,0,1,1,0,3,0,0,1,1
84.89527721,0,0,31,1,0,0,1,0,3,0,1,1,0
2.201232033,1,0,33,1,0,0,1,0,2,1,1,0,0
91.99178645,1,0,39,1,0,1,1,0,2,1,0,0,1
24.83778234,0,0,29,1,0,0,1,0,0,0,0,0,1
17.80698152,0,1,23,0,0,1,0,1,3,1,1,0,0
25.65913758,1,1,51,0,0,1,1,0,3,0,1,0,0
6.53798768,1,0,26,1,0,0,0,1,1,1,0,0,1
1.839835729,0,0,32,1,0,0,1,1,3,0,1,0,0
53.58521561,0,0,40,1,0,0,1,1,3,1,1,0,0
3.811088296,0,0,33,1,0,1,1,1,3,1,1,1,0
9.133470226,0,0,22,1,0,1,1,1,0,1,0,0,1
60.25462012,1,0,22,1,0,0,1,0,1,1,1,0,0
32.88706366,0,0,26,1,0,0,1,1,0,1,0,0,0
38.53798768,0,1,40,0,0,1,1,0,3,1,1,1,0
88.83778234,1,0,25,1,0,0,1,0,3,1,0,0,0
8.180698152,1,0,24,1,0,1,1,1,1,0,0,0,0
35.84394251,0,0,27,1,0,1,1,1,3,0,1,1,1
55.22792608,0,0,28,1,0,1,1,0,0,0,0,1,1
12.97741273,1,0,26,1,0,1,0,1,0,1,0,0,0
34.59548255,0,0,34,1,0,0,1,0,0,0,0,1,0
16.06570842,0,0,28,1,0,0,0,1,3,0,0,1,0
39.22792608,1,0,37,1,0,0,1,0,3,1,0,0,1
16.91991786,1,1,35,0,0,1,1,0,3,0,0,1,0
23.95071869,1,0,32,1,0,0,1,0,3,1,0,0,0
31.96714579,1,1,29,1,0,1,1,1,3,0,1,1,0
6.603696099,1,1,22,0,0,0,1,1,0,0,0,1,1
13.8973306,1,0,38,0,0,0,1,1,3,1,0,0,0
20.76386037,0,1,26,1,1,0,1,1,3,1,0,0,1
9.429158111,0,1,36,1,0,1,1,1,1,0,0,0,0
66.69404517,0,0,32,1,0,1,1,0,0,0,0,1,1
64.19712526,0,1,19,0,0,1,1,1,3,1,1,0,0
79.80287474,0,1,34,0,0,1,0,1,3,0,1,0,0
36.23819302,1,0,32,1,0,1,1,0,3,1,1,0,0
34.56262834,1,1,31,0,0,1,1,0,0,0,0,1,0
3.121149897,1,0,41,1,0,0,1,1,3,0,1,0,0
45.30595483,1,0,34,1,0,0,1,1,3,0,1,0,0
155.1704312,1,0,33,1,0,0,1,0,2,0,0,1,0
8.574948665,1,1,38,1,0,0,1,1,3,0,0,1,1
24.24640657,0,0,30,1,0,0,1,1,2,1,0,0,1
115.5482546,0,0,19,1,1,0,1,1,1,1,0,0,0
45.37166324,1,0,29,1,0,1,1,1,3,0,0,1,1
11.8275154,1,0,24,1,0,0,1,1,0,1,0,0,0
27.59753593,0,0,26,1,0,0,1,1,3,0,1,1,0
96.65708419,0,0,36,1,0,1,1,0,1,1,0,0,0
5.388090349,1,0,38,1,0,1,1,0,3,0,1,1,1
