"Long_emp_retention","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator"
95.96714579,0,0,33,0,0,1,1,1,3,0,1,1,1
13.40451745,1,0,30.40033257,1,0,0,1,1,1,0,1,1,0
53.35523614,1,0,27,1,0,1,1,1,1,0,0,1,1
50.23408624,0,0,38,1,0,1,1,1,0,1,0,0,1
33.01848049,0,0,23,0,0,0,1,1,2,1,1,0,0
81.64271047,0,0,31,1,1,0,1,1,3,0,1,0,0
35.28542094,1,0,23,1,1,0,1,1,0,0,0,1,1
16.65708419,0,1,29,1,0,0,1,1,3,1,1,1,0
59.49897331,1,0,23,0,0,0,1,1,1,0,0,1,0
45.79876797,1,0,27,1,0,0,1,1,3,1,0,0,0
12.68172485,1,0,36,1,0,1,1,1,1,0,0,0,1
1.938398357,0,0,26,0,0,0,1,1,2,1,0,0,1
19.94250513,1,0,23,0,0,0,1,1,1,0,1,1,0
73.82340862,0,0,26,0,0,1,1,0,0,0,0,1,1
55.95071869,0,0,40,1,0,0,1,1,3,1,1,0,0
3.121149897,1,0,41,1,0,0,1,1,3,0,1,0,0
23.6550308,1,1,26,0,0,1,1,1,3,0,1,0,0
24.83778234,1,0,42,1,0,1,1,1,2,0,0,0,0
9.034907598,0,0,30,1,0,1,1,1,2,0,0,1,1
5.519507187,0,0,23,1,0,0,1,1,3,1,0,0,1
99.77823409,0,0,26,1,1,0,1,1,2,0,1,0,0
29.8973306,0,0,26,1,0,1,1,1,3,1,1,0,0
24.0164271,1,0,28,1,0,1,1,1,3,0,1,0,0
8.87063655,1,0,38,1,1,0,0,1,3,0,0,0,1
114.1355236,1,0,38,0,0,1,1,1,3,0,1,1,0
163.7782341,0,1,23,1,0,0,1,0,2,1,0,1,0
1.708418891,1,0,37,0,0,0,1,1,3,0,1,0,0
18.56262834,0,0,24,1,0,0,1,1,3,1,1,0,0
12.32032854,0,0,26,1,0,1,1,0,1,0,1,1,1
27.4661191,0,0,31,0,0,1,1,1,2,0,0,1,1
8.640657084,1,0,25,0,0,0,0,1,1,0,1,1,0
11.79466119,0,0,29,1,0,0,1,1,3,0,1,0,0
51.08829569,1,0,31,1,0,0,1,1,1,0,0,1,1
41.29774127,1,0,22,1,0,1,1,1,2,0,1,1,0
47.6386037,0,1,40,0,0,1,1,0,3,1,1,1,0
51.84394251,0,0,34,0,0,1,1,0,3,0,0,1,1
7.162217659,0,0,39,1,0,0,1,1,3,1,1,0,1
7.162217659,0,0,39,1,0,0,1,1,3,1,1,0,0
12.38603696,1,0,36,0,0,1,1,0,0,1,0,0,1
6.176591376,1,0,34,1,0,0,1,1,3,1,1,0,0
26.94045175,1,0,44,1,0,1,1,0,3,1,0,1,1
8.180698152,1,0,24,1,0,1,1,1,1,0,0,0,0
23.88501027,1,0,26,1,0,0,1,1,1,0,0,0,1
44.55030801,0,0,30,1,0,0,1,0,1,0,0,0,1
8.772073922,0,0,46,1,0,0,1,1,1,0,1,0,1
7.030800821,1,1,35,0,0,1,1,1,2,1,0,0,0
8.31211499,1,0,29,0,0,0,1,1,0,0,0,0,0
43.86036961,0,0,29,1,0,0,1,0,0,1,0,0,1
17.41273101,1,0,45,0,0,0,1,1,3,0,1,0,0
9.034907598,1,0,37,0,1,1,1,1,3,1,0,1,1
23.68788501,1,0,24,1,0,0,0,1,3,0,1,1,0
38.01232033,0,0,25,1,0,0,1,1,1,0,1,0,0
2.036960986,1,0,48,1,0,0,1,1,1,0,0,1,1
33.93839836,1,0,27,1,0,0,1,1,1,1,1,0,0
70.30800821,1,1,22,0,0,1,1,1,2,0,1,0,0
78.91581109,1,1,21,0,0,0,0,1,3,1,0,1,0
59.86036961,1,0,27,1,0,0,1,0,1,1,0,0,0
58.21765914,0,0,35,0,0,0,1,1,0,0,0,0,1
51.94250513,0,1,33,0,0,0,1,0,1,0,0,0,0
48.6899384,0,0,25,1,1,0,1,1,1,0,1,1,0
9.790554415,1,0,41,1,0,0,1,1,3,1,1,0,0
2.759753593,1,0,41,1,0,1,1,1,3,1,0,0,1
50.69404517,0,1,32,0,0,0,1,0,3,0,1,1,0
48.62422998,0,0,40,1,1,1,1,1,1,1,1,0,0
1.675564682,0,1,36,1,0,0,1,0,2,0,1,0,1
32.32854209,1,0,31,1,0,1,1,1,1,0,1,0,0
15.34291581,0,1,33,0,0,1,1,1,3,1,1,0,0
61.07597536,0,1,29,0,0,1,1,1,3,0,1,1,0
80.49281314,1,0,25,1,0,0,1,1,1,1,0,0,1
8.969199179,1,0,42,1,1,1,1,1,1,1,0,0,1
3.58110883,1,0,40,1,0,0,1,1,0,0,0,1,1
